0,"1199/213","70/213","2693/142","14753/426","1079/426","11705/213","2503/213","23/6","341/426","82/213","1103/213","76/213","57/142","8/71","17/142","74/213","66/71","3/71","83/426",0,0,0,"7/426",0,0,0,0,"1/142","1/426",0,0,0,"1301/213","25/426","7307/426","6063/71","125/426","617/142","11/426","8/71",0,0,0,0,0,0,"1/426",0,0,0,0,"5/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22/213",0,"1/426","1/213",0,0,0
0,0,0,0,0,"3/142","1/426",0,0,"3/71","2/213",0,0,"5/213","5/71","5/71","167/213","277/142","4015/426","115/426","1/426","1/71","47/426","5/213","9/71","5/426","1/213",0,"10/71","133/426","913/426","2611/426",0,"145/213","637/426","23/213","114/71","163/426",0,"405/142","58/213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/142","1/426",0,0,0,"1/426",0,"1/71"
"1301/213","70/213",0,"83/213","134/71","4501/426","3544/213","2579/426","4889/213","19133/426","125/142","637/426","107/71","505/213","4/3","4937/426","2925/142","4336/213","8385/142","743/213","2/71","20/71","1667/426","337/426","1052/213","95/426","61/71","815/426","1505/142","1347/142","1943/213","5357/426","145/213",0,"3040/213","2699/426","16666/213","821/213","46/213","1811/71","2016/71",0,0,0,0,0,0,0,"1/426",0,"1/426","1/426",0,"1/426","1/426","35/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7/426","191/426","12/71","1/142",0,"1/213","1/142",0,"61/426"
"25/426","1/426",0,"11/426","5/426","43/142","9/71","110/213","224/213","1978/71","415/426","37/213","125/426","903/71","1294/213","550/71","641/71","337/142","503/426","316/213",0,0,"8/213","10/213","7/142","107/213","1/426",0,"35/426","17/426","61/142","208/213","637/426","3040/213",0,"4111/213","7895/426","1748/213","442/71","11755/213","803/142",0,0,0,"5/213",0,0,0,0,"1/426",0,0,"17/426","4/213","467/426","127/142","1/213","15/142","17/426",0,0,0,0,0,0,0,0,0,0,0,0,0,"5/426",0,"49/426","9248/213","373/142","25/426","115/426","449/426","91/142","1/213","15289/426"
"7307/426","7/213","23/426","5761/426","629/213","2948/213","7297/213","14707/426","7181/213","15683/426","421/426","3022/71","18223/426","7031/213",9,"556/71","3142/213","1121/426","33/142","553/426",0,0,"1/142","1/213","5/426","11/426",0,0,0,"1/213","16/213","19/426","23/213","2699/426","4111/213",0,"14206/213","11686/213","887/426","7805/426","1024/213","11/213",0,0,"5/142","15/142","59/426","24/71","11/213","11/71","5/142",0,"1447/426","971/213","412/213","193/426","1/426","3/71","7/213","1/142","1/426",0,0,0,0,0,0,0,0,0,0,0,"5/426",0,"31/213","540/71","22103/142","170/213","16/213","210/71","19/142","1/213","127/71"
"6063/71","193/426","21/142","5113/213","2281/426","2311/71","21709/213","7787/213","32315/426","95981/426","593/142","13699/426","3463/426","4301/213","277/142","7489/142","4781/142","12173/426","2203/213","808/213","1/426","25/213","39/71","35/213","94/213","7/426","7/213","59/426","121/213","89/213","83/71","430/213","114/71","16666/213","7895/426","14206/213",0,"1834/213","505/426","759/142","349/71",0,0,0,0,0,0,"2/213",0,0,0,0,"59/426","5/426","5/426","5/213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31/213","85/71","3/71","4/213","7/213","1/213","1/426","97/426"
"125/426","1/213",0,"4/71","29/426","259/71","313/426","484/213","1228/213","8156/213","181/213","47/142","83/426","400/71","109/426","1193/142","1087/213","602/213","85/213","27/71",0,"1/426","3/142","4/213","1/426","23/426",0,"1/213","5/213","2/213","43/426","70/213","163/426","821/213","1748/213","11686/213","1834/213",0,"313/142","904/71","1289/426",0,0,0,0,0,0,0,0,0,0,0,"1/213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"365/426","73/426","1/142","94/71","269/426","3/71","7/426","117/71"
"617/142","1/426","1/142","905/426","21/142","7/213","185/426","37/426",0,"1/426",0,"549/142","371/426","233/142","11/213",0,0,"1/426",0,"8/213",0,0,0,"1/426",0,"20/213","1/426",0,0,0,0,0,0,"46/213","442/71","887/426","505/426","313/142",0,"1501/213","529/426","1/426",0,0,"13/426",0,0,"1/426",0,0,0,0,"59/142","11/426","247/426","3/71",0,0,0,0,"1/213",0,0,0,0,0,"1/426",0,0,0,0,0,0,0,"1/213","377/426","457/426","7/426","35/142","34/71","29/426","3/142","2111/426"
"11/426","2/213",0,"11/142","11/142","56/71","13/213","31/213","193/426","964/213","34/213","233/426","407/426","509/213","891/71","587/213","3653/213","2329/426","7327/213","2737/213","1/71","31/213","313/71","563/213","2833/426","2195/426","1037/426","101/426","1273/142","1653/142","1557/71","9475/426","405/142","1811/71","11755/213","7805/426","759/142","904/71","1501/213",0,"748/213",0,0,0,"1/426",0,0,"1/426",0,0,0,0,0,0,0,"45/142",0,"1/213",0,"1/426","1/426",0,0,0,0,0,0,0,0,0,0,0,"1/426",0,"9/142","1093/426","173/426","7/426","5/142","13/426","295/426",0,"166/71"
"8/71",0,0,"1/426",0,"11/142","1/213","5/426","32/213","77/213",0,0,0,"13/213","1/142","43/426","27/71","11/213","217/426","11/426","1/426","1/142","31/426","3/142","141/142","8/71","16/71","164/213","1153/213","463/213","185/426","416/213","58/213","2016/71","803/142","1024/213","349/71","1289/426","529/426","748/213",0,0,0,0,"1/213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/213","1/213",0,"2/71","11/426","1/142","5/426","143/142"
0,0,0,0,0,0,0,0,0,"1/426",0,"7/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/213",0,0,"1/426",0,0,0,"299/71","109/426","10297/426","8612/213","225/71","4500/71","881/71","28/3","323/142","257/426","1981/213","68/213","31/71","25/213","109/426","221/426","403/142","67/426","733/426",0,"7/213","1/142","37/426","1/213",0,0,0,0,0,0,"37/426","2/213","887/213","17/213","3854/213","10037/142","83/213","1559/213","59/426","40/213",0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"299/71",0,"1/426","8/71","1361/213","95/213","548/71","20/213","164/213","35/142","1/213","35/426","1/213","5/426","2/213","1/71","7/71","7/71","5/426","7/142",0,"1/426",0,"1/71",0,"1/426",0,0,0,0,0,"11/426",0,"41/426","1/71","25/426","50/213","1/426","1/426","2/213",0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109/426","1/426",0,"224/213","17/426","1/142","13/71","77/213","7/426",0,"5/426","23/213","1/426","11/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/142",0,"2/71","11/71",0,"5/426",0,0,0
0,0,0,0,0,0,0,0,0,0,0,"1/142","1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/213","5/142",0,0,"13/426","1/426","1/213","10297/426","8/71","224/213",0,"2147/426","106/213","5239/213","1257/71","521/426","83/426","43/142","1082/213","45/71","50/71","17/71","37/426","11/213","55/142","8/213","143/426",0,"1/213",0,"1/426","1/426",0,0,0,0,0,0,"1/426",0,"173/213","15/142","7663/426","11473/426","61/426","742/213","16/213","8/213","8/213"
0,0,0,0,"1/213",0,0,0,0,0,0,"1/213","5/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15/142",0,0,0,0,0,"8612/213","1361/213","17/426","2147/426",0,"2987/142","9923/142","4913/426","737/213","380/213","2/71","664/71","200/213","13/213","16/213","131/426","380/213","140/213","28/213","43/142",0,0,"1/142","29/142","1/71","1/213",0,0,"5/426",0,0,"61/426","3/142","925/426","61/426","959/426","859/213","4/71","14/213","63/142",0,0
0,0,0,0,"1/213",0,"1/426",0,0,0,0,0,"11/426",0,"1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59/426",0,0,0,0,0,"225/71","95/213","1/142","106/213","2987/142",0,"3721/142","2659/213","2501/426","1759/142","37/426","1475/426","360/71","31/142","53/213","1439/426","4765/426","80/71","239/426","257/426","5/426","25/426","5/426","56/71","26/213","23/426",0,0,"7/426","1/426","7/213","153/142","13/426","4739/426","49/71","2521/213","2869/142","581/426","19/426","1127/426","4/213","1/213"
"1/426",0,0,0,"1/142","1/426","1/426",0,0,0,0,"19/426","7/213",0,"11/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24/71","2/213",0,"1/426","1/426",0,"4500/71","548/71","13/71","5239/213","9923/142","3721/142",0,"6427/71","23881/426","1577/213","997/426","2101/71","5171/426","412/213","127/426","69/71","131/71","1496/213","117/142","1969/426","7/426","19/142","37/426","1/3","3/142","4/213",0,0,"2/213",0,"11/426","29/213","1/142","2551/142","191/426","2608/71","29651/426","607/426","61/71","209/426","5/426",0
0,0,0,0,0,0,0,0,0,0,0,"1/71","2/71","1/213","23/426",0,0,0,0,"1/142",0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426",0,"11/213",0,0,0,0,0,"881/71","20/213","77/213","1257/71","4913/426","2659/213","6427/71",0,"29557/426","7829/142","14842/213","5938/213","7889/213","11111/426","176/213","749/142","65/142","2236/213","85/426","1241/213","2/213","1/213","8/213","13/426","1/426","1/213",0,0,0,0,0,"7/426",0,"1580/213","503/426","10673/213","5813/142","341/213","10/71","14/213","1/213","7/426"
0,0,0,0,0,"1/213","5/426",0,"1/426","1/426",0,0,"5/213","1/426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426","11/71",0,0,0,0,0,"28/3","164/213","7/426","521/426","737/213","2501/426","23881/426","29557/426",0,"30521/426","3221/426","803/213","52/3","3167/426","28/71","2989/426",4,"4193/213","662/213","2165/213","5/142","53/142","42/71","827/426","23/71","61/426",0,0,"5/213",0,"43/426","64/213","1/426","7183/426","941/213","22447/426","38251/426","1240/213","25/426","370/213","22/213","2/213"
0,0,0,0,0,0,0,0,0,0,"1/213","1/426",0,"1/213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/426",0,"5/142",0,0,0,0,0,"323/142","35/142",0,"83/426","380/213","1759/142","1577/213","7829/142","30521/426",0,"31573/426","163/213","769/426","1619/71","295/426","31909/426","27175/426","3668/71","1783/426","3427/213","16/213","139/426","221/426","1237/426","205/426","85/213",0,0,"20/213","2/213","24/71","265/213","17/213","20119/426","23041/426","5993/142","41848/213","13589/426","5/426","589/142","29/213",0
